,Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Preparatory
3423,Malaviya National Institute of Technology Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,2360,3597,False
3424,Malaviya National Institute of Technology Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),5828,8779,False
3425,Malaviya National Institute of Technology Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,913,913,False
3426,Malaviya National Institute of Technology Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1151,2392,False
3427,Malaviya National Institute of Technology Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),2253,2253,False
3428,Malaviya National Institute of Technology Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,456,551,False
3429,Malaviya National Institute of Technology Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),1945,1945,False
3430,Malaviya National Institute of Technology Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,6828,10168,False
3431,Malaviya National Institute of Technology Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),11557,13942,False
3432,Malaviya National Institute of Technology Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Female-only (including Supernumerary),686,686,False
3433,Malaviya National Institute of Technology Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1470,1620,False
3434,Malaviya National Institute of Technology Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),2200,2200,False
3435,Malaviya National Institute of Technology Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS (PwD),Gender-Neutral,74,74,False
3436,Malaviya National Institute of Technology Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,3062,3799,False
3437,Malaviya National Institute of Technology Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),4869,6613,False
3438,Malaviya National Institute of Technology Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,211,211,False
3439,Malaviya National Institute of Technology Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1007,2073,False
3440,Malaviya National Institute of Technology Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),2692,2692,False
3441,Malaviya National Institute of Technology Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,781,897,False
3442,Malaviya National Institute of Technology Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1284,1284,False
3443,Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,15539,23748,False
3444,Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),22678,35572,False
3445,Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,1642,1642,False
3446,Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,3761,3902,False
3447,Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),5654,5654,False
3448,Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,6276,8156,False
3449,Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),10900,14022,False
3450,Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2137,3493,False
3451,Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),4724,6430,False
3452,Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,622,1149,False
3453,Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),2025,2025,False
3454,Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,14832,22295,False
3455,Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),30761,33767,False
3456,Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,982,982,False
3457,Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3602,3726,False
3458,Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),6512,6512,False
3459,Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,6351,7793,False
3460,Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),13603,15180,False
3461,Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2943,4549,False
3462,Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),6044,6044,False
3463,Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1742,1814,False
3464,Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2310,2310,False
3465,Malaviya National Institute of Technology Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,31784,38537,False
3466,Malaviya National Institute of Technology Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),39589,45872,False
3467,Malaviya National Institute of Technology Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6426,6859,False
3468,Malaviya National Institute of Technology Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),9131,9131,False
3469,Malaviya National Institute of Technology Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,11640,13844,False
3470,Malaviya National Institute of Technology Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),18036,19041,False
3471,Malaviya National Institute of Technology Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,6444,7404,False
3472,Malaviya National Institute of Technology Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2733,2733,False
3473,Malaviya National Institute of Technology Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),2438,2438,False
3474,Malaviya National Institute of Technology Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,35128,39406,False
3475,Malaviya National Institute of Technology Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),43637,48672,False
3476,Malaviya National Institute of Technology Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,2263,2263,False
3477,Malaviya National Institute of Technology Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,6295,6644,False
3478,Malaviya National Institute of Technology Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),8540,8540,False
3479,Malaviya National Institute of Technology Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,11265,13464,False
3480,Malaviya National Institute of Technology Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),16357,19010,False
3481,Malaviya National Institute of Technology Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5996,7596,False
3482,Malaviya National Institute of Technology Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),9789,9789,False
3483,Malaviya National Institute of Technology Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2685,2822,False
3484,Malaviya National Institute of Technology Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),3723,3723,False
3485,Maulana Azad National Institute of Technology Bhopal,"Architecture  (5 Years, Bachelor of Architecture)",HS,OPEN,Gender-Neutral,532,2145,False
3486,Maulana Azad National Institute of Technology Bhopal,"Architecture  (5 Years, Bachelor of Architecture)",HS,OPEN,Female-only (including Supernumerary),184,1459,False
3487,Maulana Azad National Institute of Technology Bhopal,"Architecture  (5 Years, Bachelor of Architecture)",HS,EWS,Gender-Neutral,387,659,False
3488,Maulana Azad National Institute of Technology Bhopal,"Architecture  (5 Years, Bachelor of Architecture)",HS,EWS,Female-only (including Supernumerary),332,332,False
3489,Maulana Azad National Institute of Technology Bhopal,"Architecture  (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Gender-Neutral,846,3690,False
3490,Maulana Azad National Institute of Technology Bhopal,"Architecture  (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Female-only (including Supernumerary),759,1316,False
3491,Maulana Azad National Institute of Technology Bhopal,"Architecture  (5 Years, Bachelor of Architecture)",HS,SC,Gender-Neutral,355,1206,False
3492,Maulana Azad National Institute of Technology Bhopal,"Architecture  (5 Years, Bachelor of Architecture)",HS,SC,Female-only (including Supernumerary),212,212,False
3493,Maulana Azad National Institute of Technology Bhopal,"Architecture  (5 Years, Bachelor of Architecture)",HS,ST,Gender-Neutral,261,530,False
3494,Maulana Azad National Institute of Technology Bhopal,"Architecture  (5 Years, Bachelor of Architecture)",HS,ST,Female-only (including Supernumerary),467,467,False
3495,Maulana Azad National Institute of Technology Bhopal,"Architecture  (5 Years, Bachelor of Architecture)",OS,OPEN,Gender-Neutral,522,905,False
3496,Maulana Azad National Institute of Technology Bhopal,"Architecture  (5 Years, Bachelor of Architecture)",OS,OPEN,Female-only (including Supernumerary),375,638,False
3497,Maulana Azad National Institute of Technology Bhopal,"Architecture  (5 Years, Bachelor of Architecture)",OS,EWS,Gender-Neutral,322,379,False
3498,Maulana Azad National Institute of Technology Bhopal,"Architecture  (5 Years, Bachelor of Architecture)",OS,EWS,Female-only (including Supernumerary),293,293,False
3499,Maulana Azad National Institute of Technology Bhopal,"Architecture  (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Gender-Neutral,331,410,False
3500,Maulana Azad National Institute of Technology Bhopal,"Architecture  (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Female-only (including Supernumerary),321,330,False
3501,Maulana Azad National Institute of Technology Bhopal,"Architecture  (5 Years, Bachelor of Architecture)",OS,SC,Gender-Neutral,217,320,False
3502,Maulana Azad National Institute of Technology Bhopal,"Architecture  (5 Years, Bachelor of Architecture)",OS,SC,Female-only (including Supernumerary),271,299,False
3503,Maulana Azad National Institute of Technology Bhopal,"Architecture  (5 Years, Bachelor of Architecture)",OS,ST,Gender-Neutral,110,206,False
3504,Maulana Azad National Institute of Technology Bhopal,"Architecture  (5 Years, Bachelor of Architecture)",OS,ST,Female-only (including Supernumerary),148,148,False
3505,Maulana Azad National Institute of Technology Bhopal,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,32325,40023,False
3506,Maulana Azad National Institute of Technology Bhopal,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),37537,38755,False
3507,Maulana Azad National Institute of Technology Bhopal,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,2093,2093,False
3508,Maulana Azad National Institute of Technology Bhopal,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6400,6560,False
3509,Maulana Azad National Institute of Technology Bhopal,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),6925,6925,False
